TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
VCU,A10,36,25,112.1,94.2,,51,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,R32,10,2016
Rhode Island,A10,35,25,111.1,94.1,,50.8,45,16.4,19.4,32.8,29.7,39.2,45,51.2,45.4,33.3,29.5,67.7,0.4,R32,11,2017
Rhode Island,A10,34,26,109.7,97.3,,51.1,50.4,15.3,22.6,31,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,R32,7,2018
Virginia,ACC,34,30,112.1,84.1,,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,10,R32,2,2015
Duke,ACC,37,28,122.1,95.6,,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,R32,2,2017
Florida St.,ACC,35,26,115.4,95.2,,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,R32,3,2017
Louisville,ACC,34,25,117.6,91.5,,51.4,45.7,16,19.6,36.7,28.5,34,38.8,50.5,44.8,35.5,31.6,69.4,6.9,R32,2,2017
Notre Dame,ACC,36,26,119.3,96.4,,53.6,49.1,14,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,R32,5,2017
Virginia,ACC,34,23,111.8,86.9,,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,60.3,5,R32,5,2017
North Carolina,ACC,37,26,120.7,97.1,,52,50.1,16.7,16.3,37.4,25.5,28,26,51,45.3,35.9,38,72.6,7.1,R32,2,2018
UMBC,AE,33,25,102.1,102.2,,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51,38.2,35,69.3,-4.9,R32,16,2018
Cincinnati,Amer,34,23,106.5,92.3,,49.5,44.1,21,19.9,37.3,32.3,37.1,26.1,49.6,42.2,32.9,31.9,60.3,-1.3,R32,8,2015
Connecticut,Amer,36,25,110.5,93.4,,51.5,44.5,16.3,18.2,28.6,29.1,29.6,35.4,49.9,42,36.5,32.6,66.9,1.2,R32,9,2016
Cincinnati,Amer,36,30,115.2,92.1,,52,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,R32,6,2017
Cincinnati,Amer,36,31,111.6,87.7,,51.2,43.3,17,21.6,38.5,28.2,36,26.8,50.2,41.4,35.3,30.9,66.2,5.9,R32,2,2018
Houston,Amer,35,27,114.8,93.9,,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,R32,6,2018
UCF,Amer,33,24,112.7,93.3,,52.9,45.4,17.6,18,29.5,29.6,45.3,29.2,52,44.5,36.5,31.3,66.4,2,R32,9,2019
Iowa,B10,34,22,114,92,,48.1,45.6,17.1,18.9,35.6,30.3,38,29.1,47.3,43.7,33.3,32.6,64.6,2.1,R32,7,2015
Maryland,B10,35,28,110.2,94,,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48,44.1,37.6,31.8,64.5,6.9,R32,4,2015
Ohio St.,B10,35,24,113.9,93.1,,54.2,46.4,17,21.6,33.5,32,34.7,27.8,53.6,45.2,37,32.2,66.3,2.5,R32,10,2015
Iowa,B10,33,22,114.4,95.8,,51.3,48,14.8,18.8,31.9,31.3,33,25,48.7,48.7,37.4,31.3,69.8,2,R32,7,2016
Michigan St.,B10,35,20,111.6,94.9,,54,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,R32,9,2017
Northwestern,B10,36,24,111.2,95.2,,49.7,46.1,16,17.9,30.8,30.6,30.5,36.1,48.8,44,34.2,33.3,66.9,2,R32,8,2017
Michigan St.,B10,35,30,118.9,94.3,,56.9,42.7,19.2,14.6,37,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68,8,R32,3,2018
Ohio St.,B10,34,25,116,94.3,,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,R32,5,2018
Iowa,B10,35,23,116.1,100.6,,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,70.9,3.2,R32,10,2019
Maryland,B10,34,23,111.6,93.3,,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,67.7,4.2,R32,6,2019
Minnesota,B10,36,22,110.4,96.3,,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34,68.8,2.7,R32,10,2019
Ohio St.,B10,35,20,107.8,93.8,,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,R32,11,2019
Kansas,B12,36,27,113.6,90.6,,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9,R32,2,2015
Iowa St.,B12,35,24,120,96.2,,55,49,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40,34.6,69.6,6.5,R32,5,2017
Baylor,B12,34,20,114.6,99.2,,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,R32,9,2019
Kansas,B12,36,26,112.9,92.4,,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46,35,33.6,71.5,8.3,R32,4,2019
Oklahoma,B12,34,20,110.5,93.1,,50.4,47.5,17,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,70.3,2.5,R32,9,2019
Butler,BE,34,23,108.5,88.6,,48.4,46.7,17,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5,R32,6,2015
Georgetown,BE,33,22,112.6,93.5,,51.3,47.1,19.2,20.2,34.3,31,43.9,44.1,50.5,43.1,35.3,36.2,64.6,3.7,R32,4,2015
Villanova,BE,36,33,121.9,91.1,,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,64.7,11.3,R32,1,2015
Butler,BE,33,22,118.2,98.6,,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2,R32,9,2016
Providence,BE,35,24,108.7,95.4,,48,49.3,16.1,20.6,30.4,30.3,37.3,28,48,49.8,32.1,32.3,69.3,3.4,R32,9,2016
Xavier,BE,34,28,117,94.3,,51.4,47.8,17.4,19.3,35.2,26,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,R32,2,2016
Villanova,BE,36,32,122.2,92.5,,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1,2017
Butler,BE,35,21,116.1,95.3,,54,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,R32,10,2018
Seton Hall,BE,34,22,117.8,98.2,,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52,50,36.5,33.8,70.7,2.5,R32,8,2018
Xavier,BE,35,29,120.9,97.7,,55.9,49.9,17.2,15.7,30.2,23.1,41,25.6,55.9,49.8,37.2,33.4,71.7,8.8,R32,1,2018
Villanova,BE,36,26,114.6,98.9,,53.2,50.4,16.9,18,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,R32,6,2019
Liberty,BSth,33,29,109.2,99.6,,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,R32,12,2019
Hawaii,BW,32,26,106.9,95,,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30,71.4,0.8,R32,13,2016
UC Irvine,BW,36,31,107.2,97.6,,51.3,44.1,17.5,16.7,33.7,27,28.7,33,50.1,40.7,35.9,33.9,66.6,0.7,R32,13,2019
UAB,CUSA,35,19,102.7,100.1,,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,65.3,-7.5,R32,14,2015
Middle Tennessee,CUSA,33,23,103.9,99.5,,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48,39.2,34.7,68.5,-3.2,R32,15,2016
Middle Tennessee,CUSA,35,31,111.2,96.6,,54.1,47.9,15.6,19.8,30.1,23.8,30,38.2,53.6,47.1,36.9,32.8,65.8,2,R32,12,2017
Marshall,CUSA,35,25,108.8,102.5,,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35,75.9,-2.5,R32,13,2018
Yale,Ivy,29,22,109.1,95.6,,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36,32.7,66.8,-0.1,R32,12,2016
Buffalo,MAC,35,27,114.5,102.7,,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,R32,13,2018
Buffalo,MAC,35,32,113.6,95.3,,53.4,47.3,16,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,R32,6,2019
Northern Iowa,MVC,35,31,115.4,93,,55.9,45.6,17.8,19.2,27,26.9,39.8,27,53.3,44,39.8,32.1,58.5,5.3,R32,5,2015
Northern Iowa,MVC,35,22,109.7,96.7,,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,R32,11,2016
Wichita St.,MVC,34,25,110.3,87.8,,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,R32,11,2016
Wichita St.,MVC,35,31,117.2,92.2,,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42,40.2,31.2,70,4.1,R32,10,2017
San Diego St.,MWC,35,26,103.1,87.5,,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32,30.6,61.2,1.3,R32,8,2015
Murray St.,OVC,31,28,110.4,98.6,,54.8,46.5,17.2,19.4,32,30.7,33.5,27.4,56.2,48.3,34.9,28.9,70.2,1.2,R32,12,2019
Oregon,P12,35,25,114.3,99.1,,52.3,48,16.9,16.7,30.2,31.5,29.1,35.4,50.8,47.1,36.9,33.2,66.9,3,R32,8,2015
Utah,P12,35,26,115.8,97.3,,55.1,48,18.2,15.3,29.2,27.8,37.9,23,55.5,44.5,36.3,37.1,66.9,5.6,R32,3,2016
USC,P12,36,26,113.3,100.6,,52.2,50.1,15.7,17.9,31,31.4,36.8,24,51,47.2,36.2,36.8,70.1,1.3,R32,11,2017
Washington,P12,36,27,105.6,93.1,,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34,51.9,46,35,33.4,67.3,3.1,R32,9,2019
Georgia St.,SB,34,24,109.5,98,,52,45.8,16.3,23.2,30,34.8,37.7,39.8,53.4,43.1,32.2,33.1,63.2,-3,R32,14,2015
Arkansas Little Rock,SB,33,28,107.6,96.7,,51.9,45.9,15.6,21,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,R32,12,2016
Wofford,SC,32,30,116.4,97.1,,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,67.1,4,R32,7,2019
Arkansas,SEC,36,27,113.2,96,,50,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,69.9,3.9,R32,5,2015
Kentucky,SEC,36,27,123.2,95.1,,53.5,44.5,16.2,18,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5,R32,4,2016
Arkansas,SEC,36,26,114.9,99.8,,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50,46.7,36.5,33.2,71,3.9,R32,8,2017
Alabama,SEC,36,20,107.9,95.3,,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,R32,9,2018
Auburn,SEC,34,26,114,96.9,,50.8,49.7,16.4,20.7,32.1,28,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,R32,4,2018
Florida,SEC,34,21,115.2,93.9,,50.8,48.7,14.3,20,28.7,30.5,32.6,32.4,47.6,46.6,37,35.2,68.5,1.4,R32,6,2018
Tennessee,SEC,35,26,114.2,92,,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38,31.8,67.1,6.4,R32,3,2018
Florida,SEC,36,20,110.3,91.6,,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,64.3,0.7,R32,10,2019
Stephen F. Austin,Slnd,30,24,110.3,96.5,,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,R32,14,2016
Saint Mary's,WCC,34,29,118,93.8,,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30,61.2,3.9,R32,7,2017
Wichita St.,MVC,35,34,116.4,93,,52.4,44.7,16.2,18.2,35,26.2,46.9,35.7,52.3,43.6,35,31.1,65.1,8.1,R32,1,2014
Kansas,B12,35,25,119.2,95.6,,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34,35.5,68.2,6.9,R32,2,2014
Villanova,BE,34,29,115.2,92.5,,53.6,46.3,17.3,20,32.6,28.7,44.5,38.6,53.8,43,35.6,35.3,67.6,8.3,R32,2,2014
Creighton,BE,35,27,125.2,101.9,,58.9,48.5,15,14.8,27.7,27.8,33.9,33,56.3,47,41.4,34.2,65.4,5.6,R32,3,2014
Syracuse,ACC,34,28,114.2,92.8,,48.2,48,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,61.5,7.9,R32,3,2014
Saint Louis,A10,33,26,104.9,90.4,,49.6,44.4,18.6,21,28.8,29,40.3,35.6,50.5,44.4,31.7,29.6,67.5,3.8,R32,5,2014
North Carolina,ACC,34,24,113.4,94.7,,49.9,47,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,70.8,4.2,R32,6,2014
Oregon,P12,34,24,118.1,100,,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51,49.4,38.9,32.4,69.3,2.6,R32,7,2014
Texas,B12,35,24,112.4,96.7,,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41,46.9,42.9,32.7,35.2,68.7,3.6,R32,7,2014
Gonzaga,WCC,35,28,113.6,93.3,,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39,31.8,66.5,4,R32,8,2014
Memphis,Amer,33,23,112.6,97,,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33,31,69.5,2.8,R32,8,2014
Pittsburgh,ACC,36,26,117.1,94,,50.7,46.7,16.3,19.2,37.2,29,44.3,36.4,50.1,45.5,35.1,32.6,63.8,4.1,R32,9,2014
Harvard,Ivy,31,26,111.9,95.2,,52.1,46.2,17.6,21.1,32.3,29.3,48.4,36.3,49.7,44.9,38.6,32.7,65.5,2.2,R32,12,2014
North Dakota St.,Sum,30,23,113.9,103,,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64,0.2,R32,12,2014
Stephen F. Austin,Slnd,33,30,112,101.6,,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50,34.9,34.7,63.5,1.7,R32,12,2014
Mercer,ASun,33,24,109.6,101.8,,54,46.8,17.5,19,32,31.1,37.3,41,51.6,46.9,38.8,31,65.2,-2.8,R32,14,2014
Gonzaga,WCC,34,31,118.9,90.2,,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55,42.1,36.5,32.9,65.1,7.6,R32,1,2013
Saint Louis,A10,35,28,108,87.5,,50.4,45.5,17.6,23.6,27.9,29.1,44,35,50,44.1,34,33.1,64.7,3.8,R32,4,2013
VCU,A10,36,27,113.8,92.1,,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,68.1,2.6,R32,5,2013
Butler,A10,35,26,109.2,93,,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,R32,6,2013
Memphis,CUSA,36,31,106.1,90.2,,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33,69.3,4.5,R32,6,2013
San Diego St.,MWC,32,21,106,89.5,,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,66.8,0.4,R32,7,2013
Illinois,B10,34,21,109.8,92.7,,47.5,48.7,17.6,21.7,33.6,33,31,36,47.4,47.4,31.7,34.1,66.1,2.4,R32,7,2013
Creighton,MVC,36,28,116.4,95,,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,65.2,3.5,R32,7,2013
Colorado St.,MWC,33,24,116.6,98.4,,49.2,48.6,17.2,16.5,41.4,23.2,44.1,36.4,48.4,47.1,34.1,34.1,64.8,1.9,R32,8,2013
North Carolina,ACC,35,24,111.6,93,,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,71.4,2.5,R32,8,2013
Temple,A10,34,24,110.7,96.9,,49,49,15.9,20.1,30.8,31.4,35.6,34.1,48.8,47.3,32.8,35.3,66.8,1.5,R32,9,2013
Iowa St.,B12,35,23,117.2,98.3,,53.8,48,18.5,18.6,34.2,28.5,33,32.7,51.9,48.8,37.4,31.1,69.6,0.7,R32,10,2013
Minnesota,B10,34,21,112.6,92.5,,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,64.1,2.1,R32,11,2013
California,P12,33,21,105.4,92.3,,48,44.3,18.9,16.8,32.5,30.7,31.2,32.5,48.8,41.7,30.2,33.6,66.5,0.5,R32,12,2013
Mississippi,SEC,36,27,110,95.6,,49.1,46.4,15.9,21.5,34.1,31.8,38.8,31.1,49.4,46.2,32.4,31.3,70.9,1.6,R32,12,2013
Harvard,Ivy,29,19,104.9,99.9,,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,64.7,-2.6,R32,14,2013
Davidson,A10,31,23,118.3,102.2,,55.4,49.3,14.1,17,29.6,30.4,28.5,34.6,53.1,51.4,38.7,30,67.2,1.7,R64,10,2015
VCU,A10,36,26,108.4,94,,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,67.2,3,R64,7,2015
Dayton,A10,33,25,105.5,92.6,,51.6,46.9,18.6,18,28.7,24.2,40.8,32.8,51.5,43.7,34.4,34.9,68.5,2.4,R64,7,2016
Dayton,A10,31,24,111.6,97,,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51,47.2,38.4,32.3,69.6,1.5,R64,7,2017
VCU,A10,35,26,108.1,95.9,,51,47.5,17.8,21,31.3,27.5,36.4,40.9,51.5,46,33.1,33.8,70.1,1.3,R64,10,2017
Davidson,A10,33,21,117,102.3,,57.4,51.2,14.5,16.2,22.6,23.4,24.6,29.6,56.5,50.3,38.9,35,65.5,-2.9,R64,12,2018
St. Bonaventure,A10,34,26,109.6,99.7,,51.6,49,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32,70.4,1.4,R64,11,2018
Saint Louis,A10,36,23,101.3,95.7,,46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,47.2,46.7,30.4,31.4,67.7,-3.2,R64,13,2019
VCU,A10,33,25,104.6,87.6,,50.1,43.5,20,23.4,31,30.6,35.7,36.6,53.1,43.8,30.5,28.5,69.7,1.1,R64,8,2019
Pittsburgh,ACC,32,20,113.9,96.9,,51.1,50,17.5,16.9,36.9,27.5,36.1,32.4,50.4,48.4,35,35.4,66.3,1.8,R64,10,2016
Miami FL,ACC,33,21,110.8,93.1,,51,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33,64.6,2.9,R64,8,2017
Virginia Tech,ACC,33,22,118.4,102.5,,56.9,51,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49,40.3,36.3,70,3.3,R64,9,2017
Miami FL,ACC,32,22,113.3,96.6,,53.1,49,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,R64,6,2018
North Carolina St.,ACC,33,21,115.6,101.3,,53.4,51.6,16.8,20.4,33.4,32,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,R64,9,2018
Virginia,ACC,34,31,114.6,86.7,,52.7,44.3,14,20.9,27,25.6,24.5,26.2,50.1,42.8,38.3,31,60.5,11.3,R64,1,2018
Virginia Tech,ACC,33,21,115.2,98.6,,57.7,50.4,17,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,R64,8,2018
Louisville,ACC,34,20,112.9,93.1,,50.9,46.7,17.5,16.1,29.1,25.9,34.9,32,50.6,46,34.2,32,68.6,2.3,R64,7,2019
Syracuse,ACC,34,20,110.5,94.2,,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,67.3,0.4,R64,8,2019
Albany,AE,33,24,104.9,102.2,,49.9,49.6,18.8,20.1,32.6,26,39,30.4,47.9,46.2,35.8,36.2,61.3,-3.3,R64,14,2015
Stony Brook,AE,31,24,104.6,99.2,,52.2,47.6,17.3,18.4,34.8,26,32.2,27.6,50.7,45.8,37.2,34.1,67.8,-1.1,R64,13,2016
Vermont,AE,34,29,110,98.2,,55.3,48.6,17,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7,R64,13,2017
Vermont,AE,33,27,107,98.1,,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,66.7,-1,R64,13,2019
SMU,Amer,33,26,111.1,94.6,,52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,51.3,42.9,36.3,32.7,63.6,3.1,R64,6,2015
Cincinnati,Amer,33,22,110,93.5,,49.3,45.6,16.3,20.3,36.7,30.6,33.2,27,47.7,41.3,34.8,35.7,66,0.3,R64,9,2016
Temple,Amer,33,21,106.3,97.4,,47,46.4,13.8,16.2,29.1,29.7,26.6,28.7,44.9,46.3,33.7,31.2,66.5,-0.1,R64,10,2016
SMU,Amer,35,30,120,94.1,,54.6,46,16.9,18.3,37.2,26.4,36,24.6,51,44.1,40.6,32.1,64.8,6.4,R64,6,2017
Wichita St.,Amer,33,25,120.9,102.7,,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46,38.1,36.3,70.1,3.4,R64,4,2018
Cincinnati,Amer,35,28,112.3,93.8,,49,48.6,16,20.9,37.4,29.3,37.6,30.5,47.6,45.1,34.5,35.5,65,5.8,R64,7,2019
Florida Gulf Coast,ASun,31,17,102.9,102.4,,51.5,47.7,17.2,15.9,31.7,27.5,37.3,35.3,51.5,48.3,34.2,31.2,68,-8.4,R64,16,2016
Florida Gulf Coast,ASun,31,26,107.8,103.4,,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51,33.7,31,67.2,-1.7,R64,14,2017
Lipscomb,ASun,30,23,103.2,101.8,,51.5,52,20,19.9,27.4,24.3,40.6,38.4,53.2,52.8,32.7,33.8,75.9,-3.2,R64,15,2018
Indiana,B10,34,20,119.5,103,,54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,50.2,50.9,40.6,32.5,67.2,-0.3,R64,10,2015
Purdue,B10,34,21,110.5,93.9,,50.3,45.4,19.9,17.6,36.5,30.9,41.7,38.4,50.9,42.3,32.7,35.1,65,1,R64,9,2015
Michigan,B10,35,22,113.4,99.4,,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,52.6,51.1,38,34.7,66.3,0.8,R64,11,2016
Michigan St.,B10,35,29,122.5,96,,56.3,43.3,17.6,14.2,37.1,24.3,30,34.1,51.4,41.7,43.4,31,67.6,7.2,R64,2,2016
Purdue,B10,35,26,117.2,93.4,,53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,52.8,42.9,36.7,31.4,68.9,4.4,R64,5,2016
Maryland,B10,32,24,113.4,97.9,,52.4,47.5,19,18,30.4,32.3,38.5,32.6,51,45.6,36.3,34.2,68.6,3.7,R64,6,2017
Minnesota,B10,34,24,109.3,92.9,,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,70.9,3.7,R64,5,2017
Wisconsin,B10,34,23,108.2,88.6,,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,65,6.3,R64,5,2019
Baylor,B12,33,23,116.3,92.7,,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,46.1,46.4,38.2,29.8,62.1,5,R64,3,2015
Iowa St.,B12,34,25,116.9,95.6,,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24,54.3,45.2,36.2,34.7,69.8,7,R64,3,2015
Oklahoma St.,B12,31,17,110.7,95.4,,50.2,46.5,18.5,21.1,26.9,32.6,39,42.1,49.2,44.1,34.6,34.4,64,0.2,R64,9,2015
Texas,B12,34,20,110.3,90.7,,49.1,42.1,20.1,14,37.9,28.6,36.6,34.8,48.3,37.7,33.8,34.7,62.8,0.9,R64,11,2015
Baylor,B12,33,21,119.3,99.2,,51.6,51.2,18.6,19.8,40,28.8,38.6,38.6,49.8,49.1,37.4,36.9,67.4,3.5,R64,5,2016
Texas,B12,33,20,112.2,95.6,,49.4,47.7,15.4,18.5,30.7,32,39.5,38.4,48.5,45.8,34.1,34.5,66.3,3.2,R64,6,2016
Texas Tech,B12,32,19,113.1,98.9,,50,49.6,17.8,19,31.3,32.3,42.2,32.9,49.2,47.2,34.6,35.6,67.2,1.3,R64,8,2016
West Virginia,B12,35,26,114.8,90.4,,49.8,48.4,20,25,42,27.1,46.2,55.3,50.3,47.7,32.5,33.1,70.9,7.4,R64,3,2016
Kansas St.,B12,35,21,112.2,94.2,,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7,R64,11,2017
Oklahoma St.,B12,32,20,126.8,102.3,,54,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3,R64,10,2017
Oklahoma,B12,32,18,114.6,99.5,,53.5,51,17.3,16.8,28.4,30,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,R64,10,2018
TCU,B12,33,21,119.5,100.5,,56.5,52.3,17.8,17.4,34.2,26.1,34.1,30.5,55.1,50.1,39.4,37.6,70,2.2,R64,6,2018
Texas,B12,34,19,109.3,93.7,,50,48.3,17,18,29.4,29.1,33,26.2,51.2,47.5,32,33.2,66.6,1.4,R64,10,2018
Iowa St.,B12,35,23,118.4,96.6,,54.7,48.4,16.3,18.8,28.3,30.1,30,23.6,55,47.1,36.2,33.6,69.1,4.3,R64,6,2019
Kansas St.,B12,34,25,108,87.8,,49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,48.9,49,33.4,31.4,64.9,6.5,R64,4,2019
Providence,BE,34,22,111.6,93.7,,48.4,48.2,18.1,19.7,35.2,29,40.7,39.3,48.9,47.1,31.3,33.3,65.7,3.7,R64,6,2015
St. John's,BE,32,20,110.6,94.7,,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,48.2,44.9,34.5,32.6,67,2.3,R64,9,2015
